# Path metadata
# path_type,square
# num_drones,5
# square_size,70.0
# circle_radius,5.0
# figure8_size,8.0
# End metadata
timestamp,drone_id,x,y,z,waypoint_idx
0.0,-1,35.0,-35.0,-5.0,0
0.0,-1,35.0,33.0,-5.0,1
0.0,-1,33.0,35.0,-5.0,2
0.0,-1,-33.0,35.0,-5.0,3
0.0,-1,-35.0,33.0,-5.0,4
0.0,-1,-35.0,-33.0,-5.0,5
0.0,-1,-33.0,-35.0,-5.0,6
0.0,-1,35.0,-35.0,-5.0,7
1764851464.0192893,0,33.88789367675781,-33.17700958251953,-5.3660736083984375,1
1764851464.0192893,1,30.9294490814209,-36.16826629638672,-5.3672332763671875,1
1764851464.0192893,2,36.897216796875,-30.182655334472656,-5.371852397918701,1
1764851464.0192893,3,30.942218780517578,-30.163593292236328,-5.362168312072754,1
1764851464.0192893,4,36.9196891784668,-36.144142150878906,-5.366027355194092,1
1764851464.0291452,0,33.88772964477539,-33.17713165283203,-5.366436004638672,1
1764851464.0291452,1,30.929628372192383,-36.16829299926758,-5.367487907409668,1
1764851464.0291452,2,36.89738845825195,-30.182321548461914,-5.3720383644104,1
1764851464.0291452,3,30.942779541015625,-30.16339874267578,-5.362534523010254,1
1764851464.0291452,4,36.91966247558594,-36.14387893676758,-5.366275310516357,1
1764851464.039212,0,33.887638092041016,-33.17719268798828,-5.366621017456055,1
1764851464.039212,1,30.930002212524414,-36.168365478515625,-5.368009567260742,1
1764851464.039212,2,36.897525787353516,-30.182003021240234,-5.372244834899902,1
1764851464.039212,3,30.943836212158203,-30.162952423095703,-5.363326072692871,1
1764851464.039212,4,36.91963577270508,-36.14362335205078,-5.366527080535889,1
1764851464.0492039,0,33.887550354003906,-33.1772575378418,-5.366809844970703,1
1764851464.0492039,1,30.9301815032959,-36.168399810791016,-5.368274688720703,1
1764851464.0492039,2,36.89766311645508,-30.18168830871582,-5.372456073760986,1
1764851464.0492039,3,30.944351196289062,-30.162738800048828,-5.363722801208496,1
1764851464.0492039,4,36.91960144042969,-36.143375396728516,-5.366782188415527,1
1764851464.0591257,0,33.8874626159668,-33.17731857299805,-5.367029190063477,1
1764851464.0591257,1,30.93035316467285,-36.168434143066406,-5.368541717529297,1
1764851464.0591257,2,36.89779281616211,-30.181381225585938,-5.372671127319336,1
1764851464.0591257,3,30.944862365722656,-30.162525177001953,-5.3641276359558105,1
1764851464.0591257,4,36.91950607299805,-36.142906188964844,-5.367314338684082,1
1764851464.0691376,0,33.88728332519531,-33.17747116088867,-5.367660045623779,1
1764851464.0691376,1,30.930538177490234,-36.16850280761719,-5.368809700012207,1
1764851464.0691376,2,36.89802932739258,-30.18077850341797,-5.373115539550781,1
1764851464.0691376,3,30.945358276367188,-30.16229248046875,-5.3645501136779785,1
1764851464.0691376,4,36.91944122314453,-36.14268112182617,-5.36759090423584,1
1764851464.0791276,0,33.8871955871582,-33.17753982543945,-5.368122577667236,1
1764851464.0791276,1,30.930715560913086,-36.16857147216797,-5.369059085845947,1
1764851464.0791276,2,36.898128509521484,-30.180484771728516,-5.373343467712402,1
1764851464.0791276,3,30.946327209472656,-30.161834716796875,-5.365386486053467,1
1764851464.0791276,4,36.91937255859375,-36.1424674987793,-5.3678669929504395,1
1764851464.0893881,0,33.88711166381836,-33.177589416503906,-5.36873722076416,1
1764851464.0893881,1,30.931055068969727,-36.168701171875,-5.369555473327637,1
1764851464.0893881,2,36.89822769165039,-30.18019676208496,-5.373571395874023,1
1764851464.0893881,3,30.946800231933594,-30.161617279052734,-5.3657989501953125,1
1764851464.0893881,4,36.9193000793457,-36.14225769042969,-5.368142127990723,1
1764851464.0991378,0,33.88703155517578,-33.17763137817383,-5.369529724121094,1
1764851464.0991378,1,30.931222915649414,-36.168792724609375,-5.369805335998535,1
